4.8	19.73846533	160.2	8.183	20.67	3.051	2.933	2.242
5	19.73846533	158.9	8.676	21.26	3.173	3.047	2.273
5.1	19.73846533	158.2	8.928	21.57	3.234	3.105	2.287
1.903	21.71231187	173.4	3.169	15.86	1.237	5.574	4.984
1.9075	21.71231187	173.4	3.189	15.875	1.246	4.392	4.046
1.912	21.71231187	173.4	3.208	15.89	1.255	3.21	3.107
1.957	21.71231187	173.5	3.304	15.985	1.303	2.432	2.379
2.002	21.71231187	173.5	3.4	16.08	1.351	1.653	1.651
2.2	21.71231187	173.2	3.666	16.37	1.488	1.364	1.328
2.4	21.71231187	172.7	3.901	16.64	1.606	1.49	1.428
2.7	21.71231187	171.9	4.305	17.11	1.793	1.439	1.358
3	21.71231187	171	4.685	17.55	1.95	1.559	1.439
3.3	21.71231187	170	5.118	18.06	2.112	1.85	1.67
3.6	21.71231187	168.8	5.622	18.66	2.285	2.115	1.863
3.9	21.71231187	167.4	6.185	19.33	2.463	2.335	2
4.2	21.71231187	165.9	6.794	20.06	2.643	2.523	2.094
4.5	21.71231187	164.3	7.444	20.84	2.823	2.694	2.163
4.8	21.71231187	162.5	8.129	21.67	3.002	2.859	2.217
5	21.71231187	161.2	8.606	22.25	3.121	2.968	2.248
5.1	21.71231187	160.5	8.85	22.55	3.18	3.024	2.263
